Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_travel_frequently,BusinessTravel_travel_rarely,Department_research & development,Department_sales,EducationField_life sciences,EducationField_marketing,EducationField_medical,EducationField_other,EducationField_technical degree,JobRole_human resources,JobRole_laboratory technician,JobRole_manager,JobRole_manufacturing director,JobRole_research director,JobRole_research scientist,JobRole_sales executive,JobRole_sales representative,MaritalStatus_married,MaritalStatus_single
24,0,771,1,2,1,1981,2,1,45,2,2,3,4617,14120,1,y,0,12,3,2,80,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40,0,444,2,2,1,1986,2,0,92,3,2,2,5677,4258,3,y,0,14,3,3,80,1,15,4,3,11,8,5,10,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
25,0,309,2,3,1,1987,3,0,82,3,1,2,2187,19655,4,y,0,14,3,3,80,0,6,3,3,2,0,1,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25,0,977,2,1,1,1992,4,1,57,3,1,3,3977,7298,6,y,1,19,3,3,80,1,7,2,2,2,2,0,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
38,0,1321,1,4,1,1995,4,1,86,3,2,2,4440,7636,0,y,0,15,3,1,80,2,16,3,3,15,13,5,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
31,0,1154,2,2,1,1996,1,1,54,3,1,3,3067,6393,0,y,0,19,3,3,80,1,3,1,3,2,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
42,0,557,18,4,1,1998,4,1,35,3,2,1,5410,11189,6,y,1,17,3,3,80,1,9,3,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35,0,1490,11,4,1,2003,4,1,43,3,1,3,2660,20232,7,y,1,11,3,3,80,1,5,3,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
22,0,581,1,2,1,2007,4,1,63,3,1,3,3375,17624,0,y,0,12,3,4,80,0,4,2,4,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,267,29,4,1,2010,3,0,49,2,1,2,2837,15919,1,y,0,13,3,3,80,0,6,3,3,6,2,4,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,0,543,1,4,1,2012,1,1,83,3,1,4,2406,4060,8,y,0,19,3,3,80,2,8,3,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,0,234,1,4,1,2013,2,1,68,2,1,2,2269,18024,0,y,0,14,3,2,80,1,3,2,3,2,2,2,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
39,0,116,24,1,1,2014,1,1,52,3,2,4,4108,5340,7,y,0,13,3,1,80,0,18,2,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,801,1,4,1,2016,3,0,48,3,3,4,10422,24032,1,y,0,19,3,3,80,2,14,3,3,14,10,5,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
52,0,585,29,4,1,2019,1,1,40,3,1,4,3482,19788,2,y,0,15,3,2,80,2,16,3,2,9,8,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44,0,1037,1,3,1,2020,2,1,42,3,1,4,2436,13422,6,y,1,12,3,3,80,0,6,2,3,4,3,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
23,1,638,9,3,1,2023,4,1,33,3,1,1,1790,26956,1,y,0,19,3,1,80,1,1,3,2,1,0,1,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
36,0,557,3,3,1,2024,1,0,94,2,3,4,7644,12695,0,y,0,19,3,3,80,2,10,2,3,9,7,3,4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
32,0,529,2,3,1,2038,4,1,78,3,1,1,2439,11288,1,y,0,14,3,4,80,0,4,4,3,4,2,1,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
35,0,1146,26,4,1,2040,3,0,31,3,3,4,8837,16642,1,y,1,16,3,3,80,0,9,2,3,9,0,1,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,0,345,10,2,1,2041,1,0,100,3,2,4,5343,5982,1,y,0,11,3,3,80,1,10,1,3,10,7,1,9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
50,1,878,1,4,1,2044,2,1,94,3,2,3,6728,14255,7,y,0,12,3,4,80,2,12,3,3,6,3,0,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,0,1120,11,4,1,2045,2,0,100,2,2,4,6652,14369,4,y,0,13,3,1,80,1,8,2,2,6,3,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
45,0,374,20,3,1,2046,4,0,50,3,2,3,4850,23333,8,y,0,15,3,3,80,0,8,3,3,5,3,0,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
40,0,1322,2,4,1,2048,3,1,52,2,1,3,2809,2725,2,y,0,14,3,4,80,0,8,2,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,0,1199,18,4,1,2049,3,1,80,3,2,3,5689,24594,1,y,1,14,3,4,80,2,10,2,4,10,2,0,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,0,1378,13,2,1,2053,4,1,46,2,2,2,4025,23679,4,y,1,13,3,1,80,1,10,2,3,4,3,0,3,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
29,0,468,28,4,1,2054,4,0,73,2,1,1,3785,8489,1,y,0,14,3,2,80,0,5,3,1,5,4,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
50,1,410,28,3,1,2055,4,1,39,2,3,1,10854,16586,4,y,1,13,3,2,80,1,20,3,3,3,2,2,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31,0,325,5,3,1,2057,2,1,74,3,2,1,9936,3787,0,y,0,19,3,2,80,0,10,2,3,9,4,1,7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
26,0,1167,5,3,1,2060,4,0,30,2,1,3,2966,21378,0,y,0,18,3,4,80,0,5,2,3,4,2,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,0,884,23,2,1,2061,3,1,41,4,2,4,2571,12290,4,y,0,17,3,3,80,1,17,3,3,5,2,0,3,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
49,0,1023,2,3,1,2065,4,1,63,2,2,2,5390,13243,2,y,0,14,3,4,80,0,17,3,2,9,6,0,8,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
34,0,628,8,3,1,2068,2,1,82,4,2,3,4404,10228,2,y,0,12,3,1,80,0,6,3,4,4,3,1,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
